half_sat,p_managed,fr_spring,fr_summer,fr_autumn,fr_winter,n_cavity,n_stem,n_ground,p_dep,p_abund,pdep_y_w,y_tot,y_wild
0.33,0.99,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.66,0.004131,0.005810,0.997235,0.003835
0.33,0.99,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.99,0.004131,0.005810,0.995852,0.005752
0.33,0.99,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.01,0.004889,0.006963,0.999970,0.000070
0.33,0.99,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.33,0.004889,0.006963,0.998998,0.002298
0.33,0.99,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.66,0.004889,0.006963,0.997995,0.004595
0.33,0.99,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.99,0.004889,0.006963,0.996993,0.006893
0.33,0.99,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.01,0.046114,0.010000,1.000000,0.000100
0.33,0.99,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.33,0.046114,0.010000,1.000000,0.003300
0.33,0.99,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.66,0.046114,0.010000,1.000000,0.006600
0.33,0.99,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.99,0.046114,0.010000,1.000000,0.009900
0.33,0.99,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.01,0.063422,0.010000,1.000000,0.000100
0.33,0.99,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.063422,0.010000,1.000000,0.003300
0.33,0.99,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.66,0.063422,0.010000,1.000000,0.006600
0.33,0.99,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.99,0.063422,0.010000,1.000000,0.009900
0.33,0.99,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.01,0.081269,0.010000,1.000000,0.000100
0.33,0.99,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.33,0.081269,0.010000,1.000000,0.003300
0.33,0.99,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.66,0.081269,0.010000,1.000000,0.006600
0.33,0.99,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.99,0.081269,0.010000,1.000000,0.009900
0.33,0.99,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.01,0.099117,0.010000,1.000000,0.000100
0.33,0.99,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.33,0.099117,0.010000,1.000000,0.003300
0.33,0.99,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.66,0.099117,0.010000,1.000000,0.006600
0.33,0.99,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.99,0.099117,0.010000,1.000000,0.009900
0.33,0.99,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.01,0.080888,0.010000,1.000000,0.000100
0.33,0.99,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.33,0.080888,0.010000,1.000000,0.003300
0.33,0.99,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.66,0.080888,0.010000,1.000000,0.006600
0.33,0.99,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.99,0.080888,0.010000,1.000000,0.009900
0.33,0.99,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.01,0.115306,0.010000,1.000000,0.000100
0.33,0.99,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.33,0.115306,0.010000,1.000000,0.003300
0.33,0.99,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.66,0.115306,0.010000,1.000000,0.006600
0.33,0.99,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.99,0.115306,0.010000,1.000000,0.009900
0.33,0.99,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.01,0.150800,0.010000,1.000000,0.000100
0.33,0.99,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.33,0.150800,0.010000,1.000000,0.003300
0.33,0.99,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.150800,0.010000,1.000000,0.006600
0.33,0.99,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.99,0.150800,0.010000,1.000000,0.009900
0.33,0.99,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.01,0.186293,0.010000,1.000000,0.000100
0.33,0.99,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.33,0.186293,0.010000,1.000000,0.003300
0.33,0.99,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.66,0.186293,0.010000,1.000000,0.006600
0.33,0.99,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.99,0.186293,0.010000,1.000000,0.009900
0.33,0.99,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.01,0.110776,0.010000,1.000000,0.000100
0.33,0.99,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.33,0.110776,0.010000,1.000000,0.003300
0.33,0.99,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.66,0.110776,0.010000,1.000000,0.006600
0.33,0.99,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.99,0.110776,0.010000,1.000000,0.009900
0.33,0.99,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.01,0.162381,0.010000,1.000000,0.000100
0.33,0.99,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.33,0.162381,0.010000,1.000000,0.003300
0.33,0.99,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.66,0.162381,0.010000,1.000000,0.006600
0.33,0.99,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.99,0.162381,0.010000,1.000000,0.009900
0.33,0.99,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.01,0.215598,0.010000,1.000000,0.000100
0.33,0.99,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.33,0.215598,0.010000,1.000000,0.003300
0.33,0.99,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.66,0.215598,0.010000,1.000000,0.006600
0.33,0.99,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.99,0.215598,0.010000,1.000000,0.009900
0.33,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.01,0.268815,0.010000,1.000000,0.000100
0.33,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.33,0.268815,0.010000,1.000000,0.003300
0.33,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.66,0.268815,0.010000,1.000000,0.006600
0.33,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.268815,0.010000,1.000000,0.009900
0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.002638,0.000900,0.990109,0.000009
0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,0.002638,0.000900,0.673597,0.000297
0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.002638,0.000900,0.347194,0.000594
0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.002638,0.000900,0.020791,0.000891
0.66,0.01,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.01,0.003373,0.001186,0.990112,0.000012
0.66,0.01,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.33,0.003373,0.001186,0.673691,0.000391
0.66,0.01,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.66,0.003373,0.001186,0.347383,0.000783
0.66,0.01,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.99,0.003373,0.001186,0.021074,0.001174
0.66,0.01,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.01,0.004131,0.001481,0.990115,0.000015
0.66,0.01,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.33,0.004131,0.001481,0.673789,0.000489
0.66,0.01,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.66,0.004131,0.001481,0.347577,0.000977
0.66,0.01,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.99,0.004131,0.001481,0.021366,0.001466
0.66,0.01,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.01,0.004889,0.001776,0.990118,0.000018
0.66,0.01,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.33,0.004889,0.001776,0.673886,0.000586
0.66,0.01,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.66,0.004889,0.001776,0.347772,0.001172
0.66,0.01,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.99,0.004889,0.001776,0.021658,0.001758
0.66,0.01,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.01,0.046114,0.024116,0.990341,0.000241
0.66,0.01,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.33,0.046114,0.024116,0.681258,0.007958
0.66,0.01,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.66,0.046114,0.024116,0.362516,0.015916
0.66,0.01,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.99,0.046114,0.024116,0.043775,0.023875
0.66,0.01,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.01,0.063422,0.033500,0.990435,0.000335
0.66,0.01,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.063422,0.033500,0.684355,0.011055
0.66,0.01,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.66,0.063422,0.033500,0.368710,0.022110
0.66,0.01,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.99,0.063422,0.033500,0.053065,0.033165
0.66,0.01,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.01,0.081269,0.043355,0.990534,0.000434
0.66,0.01,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.33,0.081269,0.043355,0.687607,0.014307
0.66,0.01,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.66,0.081269,0.043355,0.375214,0.028614
0.66,0.01,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.99,0.081269,0.043355,0.062821,0.042921
0.66,0.01,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.01,0.099117,0.053395,0.990634,0.000534
0.66,0.01,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.33,0.099117,0.053395,0.690920,0.017620
0.66,0.01,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.66,0.099117,0.053395,0.381841,0.035241
0.66,0.01,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.99,0.099117,0.053395,0.072761,0.052861
0.66,0.01,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.01,0.080888,0.043429,0.990534,0.000434
0.66,0.01,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.33,0.080888,0.043429,0.687632,0.014332
0.66,0.01,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.66,0.080888,0.043429,0.375263,0.028663
0.66,0.01,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.99,0.080888,0.043429,0.062895,0.042995
0.66,0.01,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.01,0.115306,0.063035,0.990730,0.000630
0.66,0.01,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.33,0.115306,0.063035,0.694102,0.020802
0.66,0.01,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.66,0.115306,0.063035,0.388203,0.041603
0.66,0.01,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.99,0.115306,0.063035,0.082305,0.062405
0.66,0.01,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.01,0.150800,0.084014,0.990940,0.000840
0.66,0.01,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.33,0.150800,0.084014,0.701025,0.027725
0.66,0.01,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.150800,0.084014,0.402049,0.055449
0.66,0.01,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.99,0.150800,0.084014,0.103074,0.083174
0.66,0.01,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.01,0.186293,0.105810,0.991158,0.001058
0.66,0.01,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.33,0.186293,0.105810,0.708217,0.034917
0.66,0.01,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.66,0.186293,0.105810,0.416434,0.069834
0.66,0.01,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.99,0.186293,0.105810,0.124651,0.104751
0.66,0.01,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.01,0.110776,0.060597,0.990706,0.000606
0.66,0.01,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.33,0.110776,0.060597,0.693297,0.019997
0.66,0.01,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.66,0.110776,0.060597,0.386594,0.039994
0.66,0.01,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.99,0.110776,0.060597,0.079891,0.059991
0.66,0.01,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.01,0.162381,0.091244,0.991012,0.000912
0.66,0.01,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.33,0.162381,0.091244,0.703411,0.030111
0.66,0.01,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.66,0.162381,0.091244,0.406821,0.060221
0.66,0.01,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.99,0.162381,0.091244,0.110232,0.090332
0.66,0.01,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.01,0.215598,0.124687,0.991347,0.001247
0.66,0.01,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.33,0.215598,0.124687,0.714447,0.041147
0.66,0.01,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.66,0.215598,0.124687,0.428893,0.082293
0.66,0.01,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.99,0.215598,0.124687,0.143340,0.123440
0.66,0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.01,0.268815,0.160168,0.991702,0.001602
0.66,0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.33,0.268815,0.160168,0.726155,0.052855
0.66,0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.66,0.268815,0.160168,0.452311,0.105711
0.66,0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.268815,0.160168,0.178466,0.158566
0.66,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.002638,0.000900,0.993309,0.000009
0.66,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,0.002638,0.000900,0.779197,0.000297
0.66,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.002638,0.000900,0.558394,0.000594
0.66,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.002638,0.000900,0.337591,0.000891
0.66,0.33,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.01,0.003373,0.001186,0.993312,0.000012
0.66,0.33,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.33,0.003373,0.001186,0.779291,0.000391
0.66,0.33,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.66,0.003373,0.001186,0.558583,0.000783
0.66,0.33,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.99,0.003373,0.001186,0.337874,0.001174
0.66,0.33,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.01,0.004131,0.001481,0.993315,0.000015
0.66,0.33,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.33,0.004131,0.001481,0.779389,0.000489
0.66,0.33,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.66,0.004131,0.001481,0.558777,0.000977
0.66,0.33,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.99,0.004131,0.001481,0.338166,0.001466
0.66,0.33,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.01,0.004889,0.001776,0.993318,0.000018
0.66,0.33,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.33,0.004889,0.001776,0.779486,0.000586
0.66,0.33,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.66,0.004889,0.001776,0.558972,0.001172
0.66,0.33,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.99,0.004889,0.001776,0.338458,0.001758
0.66,0.33,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.01,0.046114,0.024116,0.993541,0.000241
0.66,0.33,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.33,0.046114,0.024116,0.786858,0.007958
0.66,0.33,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.66,0.046114,0.024116,0.573716,0.015916
0.66,0.33,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.99,0.046114,0.024116,0.360575,0.023875
0.66,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.01,0.063422,0.033500,0.993635,0.000335
0.66,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.063422,0.033500,0.789955,0.011055
0.66,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.66,0.063422,0.033500,0.579910,0.022110
0.66,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.99,0.063422,0.033500,0.369865,0.033165
0.66,0.33,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.01,0.081269,0.043355,0.993734,0.000434
0.66,0.33,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.33,0.081269,0.043355,0.793207,0.014307
0.66,0.33,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.66,0.081269,0.043355,0.586414,0.028614
0.66,0.33,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.99,0.081269,0.043355,0.379621,0.042921
0.66,0.33,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.01,0.099117,0.053395,0.993834,0.000534
0.66,0.33,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.33,0.099117,0.053395,0.796520,0.017620
0.66,0.33,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.66,0.099117,0.053395,0.593041,0.035241
0.66,0.33,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.99,0.099117,0.053395,0.389561,0.052861
0.66,0.33,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.01,0.080888,0.043429,0.993734,0.000434
0.66,0.33,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.33,0.080888,0.043429,0.793232,0.014332
0.66,0.33,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.66,0.080888,0.043429,0.586463,0.028663
0.66,0.33,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.99,0.080888,0.043429,0.379695,0.042995
0.66,0.33,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.01,0.115306,0.063035,0.993930,0.000630
0.66,0.33,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.33,0.115306,0.063035,0.799702,0.020802
0.66,0.33,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.66,0.115306,0.063035,0.599403,0.041603
0.66,0.33,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.99,0.115306,0.063035,0.399105,0.062405
0.66,0.33,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.01,0.150800,0.084014,0.994140,0.000840
0.66,0.33,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.33,0.150800,0.084014,0.806625,0.027725
0.66,0.33,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.150800,0.084014,0.613249,0.055449
0.66,0.33,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.99,0.150800,0.084014,0.419874,0.083174
0.66,0.33,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.01,0.186293,0.105810,0.994358,0.001058
0.66,0.33,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.33,0.186293,0.105810,0.813817,0.034917
0.66,0.33,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.66,0.186293,0.105810,0.627634,0.069834
0.66,0.33,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.99,0.186293,0.105810,0.441451,0.104751
0.66,0.33,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.01,0.110776,0.060597,0.993906,0.000606
0.66,0.33,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.33,0.110776,0.060597,0.798897,0.019997
0.66,0.33,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.66,0.110776,0.060597,0.597794,0.039994
0.66,0.33,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.99,0.110776,0.060597,0.396691,0.059991
0.66,0.33,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.01,0.162381,0.091244,0.994212,0.000912
0.66,0.33,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.33,0.162381,0.091244,0.809011,0.030111
0.66,0.33,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.66,0.162381,0.091244,0.618021,0.060221
0.66,0.33,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.99,0.162381,0.091244,0.427032,0.090332
0.66,0.33,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.01,0.215598,0.124687,0.994547,0.001247
0.66,0.33,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.33,0.215598,0.124687,0.820047,0.041147
0.66,0.33,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.66,0.215598,0.124687,0.640093,0.082293
0.66,0.33,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.99,0.215598,0.124687,0.460140,0.123440
0.66,0.33,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.01,0.268815,0.160168,0.994902,0.001602
0.66,0.33,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.33,0.268815,0.160168,0.831755,0.052855
0.66,0.33,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.66,0.268815,0.160168,0.663511,0.105711
0.66,0.33,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.268815,0.160168,0.495266,0.158566
0.66,0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.002638,0.000900,0.996609,0.000009
0.66,0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,0.002638,0.000900,0.888097,0.000297
0.66,0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.002638,0.000900,0.776194,0.000594
0.66,0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.002638,0.000900,0.664291,0.000891
0.66,0.66,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.01,0.003373,0.001186,0.996612,0.000012
0.66,0.66,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.33,0.003373,0.001186,0.888191,0.000391
0.66,0.66,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.66,0.003373,0.001186,0.776383,0.000783
0.66,0.66,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.99,0.003373,0.001186,0.664574,0.001174
0.66,0.66,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.01,0.004131,0.001481,0.996615,0.000015
0.66,0.66,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.33,0.004131,0.001481,0.888289,0.000489
0.66,0.66,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.66,0.004131,0.001481,0.776577,0.000977
0.66,0.66,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.99,0.004131,0.001481,0.664866,0.001466
0.66,0.66,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.01,0.004889,0.001776,0.996618,0.000018
0.66,0.66,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.33,0.004889,0.001776,0.888386,0.000586
0.66,0.66,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.66,0.004889,0.001776,0.776772,0.001172
0.66,0.66,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.99,0.004889,0.001776,0.665158,0.001758
0.66,0.66,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.01,0.046114,0.024116,0.996841,0.000241
0.66,0.66,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.33,0.046114,0.024116,0.895758,0.007958
0.66,0.66,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.66,0.046114,0.024116,0.791517,0.015916
0.66,0.66,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.99,0.046114,0.024116,0.687275,0.023875
0.66,0.66,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.01,0.063422,0.033500,0.996935,0.000335
0.66,0.66,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.063422,0.033500,0.898855,0.011055
0.66,0.66,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.66,0.063422,0.033500,0.797710,0.022110
0.66,0.66,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.99,0.063422,0.033500,0.696565,0.033165
0.66,0.66,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.01,0.081269,0.043355,0.997034,0.000434
0.66,0.66,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.33,0.081269,0.043355,0.902107,0.014307
0.66,0.66,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.66,0.081269,0.043355,0.804214,0.028614
0.66,0.66,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.99,0.081269,0.043355,0.706322,0.042921
0.66,0.66,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.01,0.099117,0.053395,0.997134,0.000534
0.66,0.66,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.33,0.099117,0.053395,0.905420,0.017620
0.66,0.66,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.66,0.099117,0.053395,0.810841,0.035241
0.66,0.66,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.99,0.099117,0.053395,0.716261,0.052861
0.66,0.66,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.01,0.080888,0.043429,0.997034,0.000434
0.66,0.66,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.33,0.080888,0.043429,0.902132,0.014332
0.66,0.66,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.66,0.080888,0.043429,0.804263,0.028663
0.66,0.66,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.99,0.080888,0.043429,0.706395,0.042995
0.66,0.66,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.01,0.115306,0.063035,0.997230,0.000630
0.66,0.66,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.33,0.115306,0.063035,0.908602,0.020802
0.66,0.66,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.66,0.115306,0.063035,0.817203,0.041603
0.66,0.66,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.99,0.115306,0.063035,0.725805,0.062405
0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.01,0.150800,0.084014,0.997440,0.000840
0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.33,0.150800,0.084014,0.915525,0.027725
0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.150800,0.084014,0.831049,0.055449
0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.99,0.150800,0.084014,0.746574,0.083174
0.66,0.66,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.01,0.186293,0.105810,0.997658,0.001058
0.66,0.66,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.33,0.186293,0.105810,0.922717,0.034917
0.66,0.66,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.66,0.186293,0.105810,0.845434,0.069834
0.66,0.66,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.99,0.186293,0.105810,0.768152,0.104751
0.66,0.66,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.01,0.110776,0.060597,0.997206,0.000606
0.66,0.66,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.33,0.110776,0.060597,0.907797,0.019997
