half_sat,p_managed,fr_spring,fr_summer,fr_autumn,fr_winter,n_cavity,n_stem,n_ground,p_dep,p_abund,pdep_y_w,y_tot,y_wild
0.01,0.99,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.66,0.080888,0.010000,1.000000,0.006600
0.01,0.99,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.99,0.080888,0.010000,1.000000,0.009900
0.01,0.99,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.01,0.115306,0.010000,1.000000,0.000100
0.01,0.99,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.33,0.115306,0.010000,1.000000,0.003300
0.01,0.99,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.66,0.115306,0.010000,1.000000,0.006600
0.01,0.99,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.99,0.115306,0.010000,1.000000,0.009900
0.01,0.99,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.01,0.150800,0.010000,1.000000,0.000100
0.01,0.99,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.33,0.150800,0.010000,1.000000,0.003300
0.01,0.99,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.150800,0.010000,1.000000,0.006600
0.01,0.99,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.99,0.150800,0.010000,1.000000,0.009900
0.01,0.99,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.01,0.186293,0.010000,1.000000,0.000100
0.01,0.99,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.33,0.186293,0.010000,1.000000,0.003300
0.01,0.99,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.66,0.186293,0.010000,1.000000,0.006600
0.01,0.99,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.99,0.186293,0.010000,1.000000,0.009900
0.01,0.99,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.01,0.110776,0.010000,1.000000,0.000100
0.01,0.99,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.33,0.110776,0.010000,1.000000,0.003300
0.01,0.99,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.66,0.110776,0.010000,1.000000,0.006600
0.01,0.99,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.99,0.110776,0.010000,1.000000,0.009900
0.01,0.99,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.01,0.162381,0.010000,1.000000,0.000100
0.01,0.99,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.33,0.162381,0.010000,1.000000,0.003300
0.01,0.99,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.66,0.162381,0.010000,1.000000,0.006600
0.01,0.99,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.99,0.162381,0.010000,1.000000,0.009900
0.01,0.99,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.01,0.215598,0.010000,1.000000,0.000100
0.01,0.99,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.33,0.215598,0.010000,1.000000,0.003300
0.01,0.99,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.66,0.215598,0.010000,1.000000,0.006600
0.01,0.99,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.99,0.215598,0.010000,1.000000,0.009900
0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.01,0.268815,0.010000,1.000000,0.000100
0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.33,0.268815,0.010000,1.000000,0.003300
0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.66,0.268815,0.010000,1.000000,0.006600
0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.268815,0.010000,1.000000,0.009900
0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.002638,0.003537,0.990135,0.000035
0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,0.002638,0.003537,0.674467,0.001167
0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.002638,0.003537,0.348934,0.002334
0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.002638,0.003537,0.023402,0.003502
0.33,0.01,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.01,0.003373,0.004657,0.990147,0.000047
0.33,0.01,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.33,0.003373,0.004657,0.674837,0.001537
0.33,0.01,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.66,0.003373,0.004657,0.349674,0.003074
0.33,0.01,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.99,0.003373,0.004657,0.024510,0.004610
0.33,0.01,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.01,0.004131,0.005810,0.990158,0.000058
0.33,0.01,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.33,0.004131,0.005810,0.675217,0.001917
0.33,0.01,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.66,0.004131,0.005810,0.350435,0.003835
0.33,0.01,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.99,0.004131,0.005810,0.025652,0.005752
0.33,0.01,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.01,0.004889,0.006963,0.990170,0.000070
0.33,0.01,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.33,0.004889,0.006963,0.675598,0.002298
0.33,0.01,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.66,0.004889,0.006963,0.351195,0.004595
0.33,0.01,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.99,0.004889,0.006963,0.026793,0.006893
0.33,0.01,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.01,0.046114,0.088694,0.990987,0.000887
0.33,0.01,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.33,0.046114,0.088694,0.702569,0.029269
0.33,0.01,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.66,0.046114,0.088694,0.405138,0.058538
0.33,0.01,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.99,0.046114,0.088694,0.107708,0.087808
0.33,0.01,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.01,0.063422,0.120167,0.991302,0.001202
0.33,0.01,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.063422,0.120167,0.712955,0.039655
0.33,0.01,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.66,0.063422,0.120167,0.425910,0.079310
0.33,0.01,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.99,0.063422,0.120167,0.138865,0.118965
0.33,0.01,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.01,0.081269,0.151504,0.991615,0.001515
0.33,0.01,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.33,0.081269,0.151504,0.723296,0.049996
0.33,0.01,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.66,0.081269,0.151504,0.446592,0.099992
0.33,0.01,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.99,0.081269,0.151504,0.169889,0.149989
0.33,0.01,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.01,0.099117,0.181764,0.991918,0.001818
0.33,0.01,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.33,0.099117,0.181764,0.733282,0.059982
0.33,0.01,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.66,0.099117,0.181764,0.466564,0.119964
0.33,0.01,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.99,0.099117,0.181764,0.199846,0.179946
0.33,0.01,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.01,0.080888,0.151559,0.991616,0.001516
0.33,0.01,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.33,0.080888,0.151559,0.723315,0.050015
0.33,0.01,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.66,0.080888,0.151559,0.446629,0.100029
0.33,0.01,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.99,0.080888,0.151559,0.169944,0.150044
0.33,0.01,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.01,0.115306,0.209506,0.992195,0.002095
0.33,0.01,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.33,0.115306,0.209506,0.742437,0.069137
0.33,0.01,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.66,0.115306,0.209506,0.484874,0.138274
0.33,0.01,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.99,0.115306,0.209506,0.227311,0.207411
0.33,0.01,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.01,0.150800,0.265433,0.992754,0.002654
0.33,0.01,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.33,0.150800,0.265433,0.760893,0.087593
0.33,0.01,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.150800,0.265433,0.521786,0.175186
0.33,0.01,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.99,0.150800,0.265433,0.282679,0.262779
0.33,0.01,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.01,0.186293,0.317841,0.993278,0.003178
0.33,0.01,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.33,0.186293,0.317841,0.778188,0.104888
0.33,0.01,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.66,0.186293,0.317841,0.556375,0.209775
0.33,0.01,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.99,0.186293,0.317841,0.334563,0.314663
0.33,0.01,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.01,0.110776,0.202233,0.992122,0.002022
0.33,0.01,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.33,0.110776,0.202233,0.740037,0.066737
0.33,0.01,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.66,0.110776,0.202233,0.480074,0.133474
0.33,0.01,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.99,0.110776,0.202233,0.220110,0.200210
0.33,0.01,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.01,0.162381,0.283367,0.992934,0.002834
0.33,0.01,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.33,0.162381,0.283367,0.766811,0.093511
0.33,0.01,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.66,0.162381,0.283367,0.533622,0.187022
0.33,0.01,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.99,0.162381,0.283367,0.300433,0.280533
0.33,0.01,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.01,0.215598,0.359453,0.993695,0.003595
0.33,0.01,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.33,0.215598,0.359453,0.791919,0.118619
0.33,0.01,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.66,0.215598,0.359453,0.583839,0.237239
0.33,0.01,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.99,0.215598,0.359453,0.375758,0.355858
0.33,0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.01,0.268815,0.428859,0.994389,0.004289
0.33,0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.33,0.268815,0.428859,0.814823,0.141523
0.33,0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.66,0.268815,0.428859,0.629647,0.283047
0.33,0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.268815,0.428859,0.444470,0.424570
0.33,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.002638,0.003537,0.993335,0.000035
0.33,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,0.002638,0.003537,0.780067,0.001167
0.33,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.002638,0.003537,0.560134,0.002334
0.33,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.002638,0.003537,0.340202,0.003502
0.33,0.33,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.01,0.003373,0.004657,0.993347,0.000047
0.33,0.33,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.33,0.003373,0.004657,0.780437,0.001537
0.33,0.33,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.66,0.003373,0.004657,0.560874,0.003074
0.33,0.33,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.99,0.003373,0.004657,0.341310,0.004610
0.33,0.33,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.01,0.004131,0.005810,0.993358,0.000058
0.33,0.33,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.33,0.004131,0.005810,0.780817,0.001917
0.33,0.33,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.66,0.004131,0.005810,0.561635,0.003835
0.33,0.33,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.99,0.004131,0.005810,0.342452,0.005752
0.33,0.33,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.01,0.004889,0.006963,0.993370,0.000070
0.33,0.33,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.33,0.004889,0.006963,0.781198,0.002298
0.33,0.33,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.66,0.004889,0.006963,0.562395,0.004595
0.33,0.33,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.99,0.004889,0.006963,0.343593,0.006893
0.33,0.33,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.01,0.046114,0.088694,0.994187,0.000887
0.33,0.33,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.33,0.046114,0.088694,0.808169,0.029269
0.33,0.33,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.66,0.046114,0.088694,0.616338,0.058538
0.33,0.33,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.99,0.046114,0.088694,0.424508,0.087808
0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.01,0.063422,0.120167,0.994502,0.001202
0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.063422,0.120167,0.818555,0.039655
0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.66,0.063422,0.120167,0.637110,0.079310
0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.99,0.063422,0.120167,0.455665,0.118965
0.33,0.33,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.01,0.081269,0.151504,0.994815,0.001515
0.33,0.33,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.33,0.081269,0.151504,0.828896,0.049996
0.33,0.33,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.66,0.081269,0.151504,0.657792,0.099992
0.33,0.33,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.99,0.081269,0.151504,0.486689,0.149989
0.33,0.33,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.01,0.099117,0.181764,0.995118,0.001818
0.33,0.33,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.33,0.099117,0.181764,0.838882,0.059982
0.33,0.33,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.66,0.099117,0.181764,0.677764,0.119964
0.33,0.33,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.99,0.099117,0.181764,0.516646,0.179946
0.33,0.33,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.01,0.080888,0.151559,0.994816,0.001516
0.33,0.33,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.33,0.080888,0.151559,0.828915,0.050015
0.33,0.33,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.66,0.080888,0.151559,0.657829,0.100029
0.33,0.33,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.99,0.080888,0.151559,0.486744,0.150044
0.33,0.33,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.01,0.115306,0.209506,0.995395,0.002095
0.33,0.33,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.33,0.115306,0.209506,0.848037,0.069137
0.33,0.33,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.66,0.115306,0.209506,0.696074,0.138274
0.33,0.33,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.99,0.115306,0.209506,0.544111,0.207411
0.33,0.33,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.01,0.150800,0.265433,0.995954,0.002654
0.33,0.33,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.33,0.150800,0.265433,0.866493,0.087593
0.33,0.33,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.150800,0.265433,0.732986,0.175186
0.33,0.33,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.99,0.150800,0.265433,0.599479,0.262779
0.33,0.33,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.01,0.186293,0.317841,0.996478,0.003178
0.33,0.33,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.33,0.186293,0.317841,0.883788,0.104888
0.33,0.33,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.66,0.186293,0.317841,0.767575,0.209775
0.33,0.33,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.99,0.186293,0.317841,0.651363,0.314663
0.33,0.33,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.01,0.110776,0.202233,0.995322,0.002022
0.33,0.33,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.33,0.110776,0.202233,0.845637,0.066737
0.33,0.33,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.66,0.110776,0.202233,0.691274,0.133474
0.33,0.33,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.99,0.110776,0.202233,0.536910,0.200210
0.33,0.33,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.01,0.162381,0.283367,0.996134,0.002834
0.33,0.33,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.33,0.162381,0.283367,0.872411,0.093511
0.33,0.33,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.66,0.162381,0.283367,0.744822,0.187022
0.33,0.33,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.99,0.162381,0.283367,0.617233,0.280533
0.33,0.33,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.01,0.215598,0.359453,0.996895,0.003595
0.33,0.33,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.33,0.215598,0.359453,0.897519,0.118619
0.33,0.33,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.66,0.215598,0.359453,0.795039,0.237239
0.33,0.33,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.99,0.215598,0.359453,0.692558,0.355858
0.33,0.33,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.01,0.268815,0.428859,0.997589,0.004289
0.33,0.33,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.33,0.268815,0.428859,0.920423,0.141523
0.33,0.33,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.66,0.268815,0.428859,0.840847,0.283047
0.33,0.33,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.268815,0.428859,0.761270,0.424570
0.33,0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.002638,0.003537,0.996635,0.000035
0.33,0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,0.002638,0.003537,0.888967,0.001167
0.33,0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.002638,0.003537,0.777934,0.002334
0.33,0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.002638,0.003537,0.666902,0.003502
0.33,0.66,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.01,0.003373,0.004657,0.996647,0.000047
0.33,0.66,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.33,0.003373,0.004657,0.889337,0.001537
0.33,0.66,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.66,0.003373,0.004657,0.778674,0.003074
0.33,0.66,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.99,0.003373,0.004657,0.668010,0.004610
0.33,0.66,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.01,0.004131,0.005810,0.996658,0.000058
0.33,0.66,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.33,0.004131,0.005810,0.889717,0.001917
0.33,0.66,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.66,0.004131,0.005810,0.779435,0.003835
0.33,0.66,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.99,0.004131,0.005810,0.669152,0.005752
0.33,0.66,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.01,0.004889,0.006963,0.996670,0.000070
0.33,0.66,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.33,0.004889,0.006963,0.890098,0.002298
0.33,0.66,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.66,0.004889,0.006963,0.780195,0.004595
0.33,0.66,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.99,0.004889,0.006963,0.670293,0.006893
0.33,0.66,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.01,0.046114,0.088694,0.997487,0.000887
0.33,0.66,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.33,0.046114,0.088694,0.917069,0.029269
0.33,0.66,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.66,0.046114,0.088694,0.834138,0.058538
0.33,0.66,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.99,0.046114,0.088694,0.751208,0.087808
0.33,0.66,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.01,0.063422,0.120167,0.997802,0.001202
0.33,0.66,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.063422,0.120167,0.927455,0.039655
0.33,0.66,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.66,0.063422,0.120167,0.854910,0.079310
0.33,0.66,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.99,0.063422,0.120167,0.782365,0.118965
0.33,0.66,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.01,0.081269,0.151504,0.998115,0.001515
0.33,0.66,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.33,0.081269,0.151504,0.937796,0.049996
0.33,0.66,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.66,0.081269,0.151504,0.875593,0.099992
0.33,0.66,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.99,0.081269,0.151504,0.813389,0.149989
0.33,0.66,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.01,0.099117,0.181764,0.998418,0.001818
0.33,0.66,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.33,0.099117,0.181764,0.947782,0.059982
0.33,0.66,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.66,0.099117,0.181764,0.895564,0.119964
0.33,0.66,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.99,0.099117,0.181764,0.843346,0.179946
0.33,0.66,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.01,0.080888,0.151559,0.998116,0.001516
0.33,0.66,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.33,0.080888,0.151559,0.937815,0.050015
0.33,0.66,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.66,0.080888,0.151559,0.875629,0.100029
0.33,0.66,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.99,0.080888,0.151559,0.813444,0.150044
0.33,0.66,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.01,0.115306,0.209506,0.998695,0.002095
0.33,0.66,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.33,0.115306,0.209506,0.956937,0.069137
0.33,0.66,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.66,0.115306,0.209506,0.913874,0.138274
0.33,0.66,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.99,0.115306,0.209506,0.870811,0.207411
0.33,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.01,0.150800,0.265433,0.999254,0.002654
0.33,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.33,0.150800,0.265433,0.975393,0.087593
0.33,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.150800,0.265433,0.950786,0.175186
0.33,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.99,0.150800,0.265433,0.926179,0.262779
0.33,0.66,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.01,0.186293,0.317841,0.999778,0.003178
0.33,0.66,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.33,0.186293,0.317841,0.992688,0.104888
0.33,0.66,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.66,0.186293,0.317841,0.985375,0.209775
0.33,0.66,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.99,0.186293,0.317841,0.978063,0.314663
0.33,0.66,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.01,0.110776,0.202233,0.998622,0.002022
0.33,0.66,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.33,0.110776,0.202233,0.954537,0.066737
0.33,0.66,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.66,0.110776,0.202233,0.909074,0.133474
0.33,0.66,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.99,0.110776,0.202233,0.863610,0.200210
0.33,0.66,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.01,0.162381,0.283367,0.999434,0.002834
0.33,0.66,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.33,0.162381,0.283367,0.981311,0.093511
0.33,0.66,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.66,0.162381,0.283367,0.962622,0.187022
0.33,0.66,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.99,0.162381,0.283367,0.943933,0.280533
0.33,0.66,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.01,0.215598,0.339849,0.999998,0.003398
0.33,0.66,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.33,0.215598,0.339849,0.999950,0.112150
0.33,0.66,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.66,0.215598,0.339849,0.999900,0.224300
0.33,0.66,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.99,0.215598,0.339849,0.999850,0.336450
0.33,0.66,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.01,0.268815,0.340000,1.000000,0.003400
0.33,0.66,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.33,0.268815,0.340000,1.000000,0.112200
0.33,0.66,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.66,0.268815,0.340000,1.000000,0.224400
0.33,0.66,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.268815,0.340000,1.000000,0.336600
0.33,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.002638,0.003537,0.999935,0.000035
0.33,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,0.002638,0.003537,0.997867,0.001167
0.33,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.002638,0.003537,0.995734,0.002334
0.33,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.002638,0.003537,0.993602,0.003502
0.33,0.99,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.01,0.003373,0.004657,0.999947,0.000047
0.33,0.99,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.33,0.003373,0.004657,0.998237,0.001537
0.33,0.99,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.66,0.003373,0.004657,0.996474,0.003074
0.33,0.99,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.99,0.003373,0.004657,0.994710,0.004610
0.33,0.99,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.01,0.004131,0.005810,0.999958,0.000058
0.33,0.99,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.33,0.004131,0.005810,0.998617,0.001917
